game_id,team,opponent,player_id,name,date,minutes,points,goals,assists,home_or_away,shots_on_goal,power_play_assists,power_play_goals,goal_tending_goals_against
24031,OTT,BUF,30000052,Claude Giroux,2025-10-15,15,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0
24031,OTT,BUF,30000446,Thomas Chabot,2025-10-15,21,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0
24031,OTT,BUF,30001374,Linus Ullmark,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24031,OTT,BUF,30000959,Kurtis MacDermid,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24031,OTT,BUF,30006054,Nikolas Matinpalo,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24031,OTT,BUF,30003896,Drake Batherson,2025-10-15,17,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0
24031,OTT,BUF,30000397,David Perron,2025-10-15,16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24031,OTT,BUF,30004773,Artem Zub,2025-10-15,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24031,OTT,BUF,30000845,Nick Jensen,2025-10-15,16,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24031,OTT,BUF,30004860,Leevi Merilainen,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0
24032,CGY,UTA,30001133,Rasmus Andersson,2025-10-15,23,1.0,1.0,0.0,0,2.0,0.0,1.0,0.0
24032,CGY,UTA,30004791,Devin Cooley,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
24032,CGY,UTA,30000032,Nazem Kadri,2025-10-15,19,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0
24032,CGY,UTA,30003656,Morgan Frost,2025-10-15,15,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0
24032,CGY,UTA,30004162,Kevin Bahl,2025-10-15,23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30004089,Joel Farabee,2025-10-15,19,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0
24032,CGY,UTA,30004190,Yegor Sharangovich,2025-10-15,13,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24032,CGY,UTA,30004993,Matt Coronato,2025-10-15,16,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0
24032,CGY,UTA,30006084,Samuel Honzek,2025-10-15,13,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0
24032,CGY,UTA,30004823,Connor Zary,2025-10-15,13,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24032,CGY,UTA,30000311,Blake Coleman,2025-10-15,17,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0
24032,CGY,UTA,30006494,Zayne Parekh,2025-10-15,17,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0
24032,CGY,UTA,30001248,Joel Hanley,2025-10-15,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30004665,Dustin Wolf,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30003145,Jake Bean,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30006510,Matvei Gridin,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
