name,n_test,mae
Sam Lafferty,75,0.06983137647310893
Sam Malinski,82,0.22501123383096078
Sam McCue,3,0.006346963346004486
Sam Montembeault,55,0.021574289351701737
Sam Morton,4,0.266082308255136
Sam O'Reilly,2,0.0021248944103717804
Sam Poulin,11,0.0022514848546548324
Sam Reinhart,76,0.8636075636666072
Sam Rinzel,18,0.494583854244815
Sam Sedley,3,0.0037290255228678384
Sam Stange,7,0.004491027444601059
Sam Steel,90,0.33149214709798497
Sam Stevens,3,0.0019118438164393108
Sammy Blais,7,0.14549921240125382
Sammy Walker,5,0.4046052791178226
Samu Bau,4,0.0018878504633903503
Samu Salminen,4,0.006250279024243355
Samu Tuomaala,5,0.0033382803201675417
Samuel Bitten,5,0.0037581220269203184
Samuel Bolduc,6,0.16930359353621802
Samuel Ersson,36,0.0030042801259292495
Scott Mayfield,2,0.4997353535145521
Seamus Casey,1,0.0008183009922504425
Sean Behrens,1,0.00280732661485672
Sean Couturier,2,0.5019236356019974
Sean Walker,1,0.005034998059272766
Sebastian Aho,1,0.0036192983388900757
Semyon Varlamov,1,0.004017099738121033
Sergei Bobrovsky,5,0.0018071383237838745
Seth Griffith,1,0.0027807429432868958
Seth Jarvis,6,0.3852602696667115
Seth Jones,5,0.7783349096775055
Shai Buium,1,0.0033349543809890747
Shakir Mukhamadullin,2,0.0027998127043247223
Shane Pinto,12,0.6694134358937541
Shane Smith,2,0.004078967496752739
Shane Wright,69,0.5004508183270261
Shawn Element,2,0.002622446045279503
Shayne Gostisbehere,81,0.623989810316283
Shea Busch,1,0.012437693774700165
Shea Theodore,88,0.713597641622817
Shea Weber,3,0.0022883464892705283
Sheldon Dries,15,0.0033965229988098143
Sheldon Rempal,2,0.009668886661529541
Sidney Crosby,68,0.7518574135268435
Simon Benoit,72,0.11322037032287982
Stuart Skinner,1,0.002010893076658249
T.J. Oshie,1,0.003208339214324951
TJ Brodie,2,0.0029088016599416733
Tage Thompson,4,0.9822797235101461
Tanner Jeannot,5,0.41456265971064565
Tanner Laczynski,1,0.014422446489334106
Tanner Ludtke,1,0.0006863623857498169
Tanner Molendyk,1,0.009833019226789474
Tanner Pearson,6,0.6673194697747628
Taylor Hall,6,0.10709668944279353
Taylor Raddysh,1,0.005632277578115463
Teuvo Teravainen,14,0.5219241370047841
Thatcher Demko,31,0.001619814985221432
Theo Jacobsson,2,0.005429983139038086
Theo Lindstein,3,0.33676040172576904
Theo Wallberg,1,0.0006504878401756287
Thomas Bordeleau,7,0.002185508076633726
Thomas Chabot,68,0.5720784711268019
Thomas Desruisseaux,3,0.0031220639745394387
Thomas Harley,99,0.6310847093435851
Thomas Lavoie,3,0.0019128570954004924
Thomas Milic,3,0.05475623905658722
Tij Iginla,4,0.25206725485622883
Tim Gettinger,7,0.004404830081122262
Tim Stützle,77,0.6125662024919089
Tim Washe,5,0.004860869795084
Timo Meier,54,0.5538794465225052
Tom Wilson,12,0.5150872484470407
Tomas Hertl,3,0.003929692010084788
Tory Pitner,1,0.011148352175951004
Travis Boyd,1,0.004616782069206238
Trevor Moore,2,0.30654238164424896
Ty Cheveldayoff,1,0.002771124243736267
Ty Dellandrea,10,0.20267662405967712
Ty Emberson,82,0.17361773655000257
Ty Gallagher,3,0.004595275968313217
Ty Henricks,2,0.0017965920269489288
Ty Henry,5,0.005016375333070755
Ty Mueller,5,0.003455234318971634
Ty Murchison,5,0.005383998900651932
Ty Nelson,2,0.0036938823759555817
Ty Smilanic,3,0.0038421725233395896
Ty Smith,31,0.06891242606985953
Ty Tullio,4,0.2508556265383959
Ty Voit,3,0.005533580978711446
Ty Young,1,0.011327404528856277
Tyce Thompson,2,0.008690087124705315
Tye Felhaber,9,0.0037410478625032636
Tye Kartye,68,0.150170920033227
Tyler Bertuzzi,68,0.6124072807895786
Tyler Boucher,6,0.3233403613169988
Tyler Brennan,1,0.004442531615495682
Tyler Johnson,18,0.11484854544202487
Tyler Kleven,83,0.13572819436709566
Tyler Kopff,1,0.010912168771028519
Tyler Madden,2,0.002622446045279503
Tyler Motte,74,0.17765916279844335
Tyler Myers,38,0.23949861399045116
Tyson Jost,2,0.49699375592172146
Tyson Kozak,1,0.0030785314738750458
Vasily Podkolzin,3,0.33545200899243355
Victor Hedman,2,0.9818523824214935
Victor Olofsson,2,0.5165124870836735
Viktor Arvidsson,5,0.4056540630757809
Viljami Marjala,1,0.003555852919816971
Ville Heinola,3,0.0018867291510105133
Ville Husso,2,0.0014613047242164612
Vinnie Hinostroza,19,0.26463216739265544
Vinzenz Rohrer,5,0.003831265866756439
Vitali Kravtsov,1,0.011231563985347748
Vitek Vanecek,80,0.002310334658250213
Vladimir Bobylev,3,0.0037086655696233115
Vladimir Grudinin,4,0.005958051420748234
Vladimir Tarasenko,79,0.40799615263373035
Vladislav Gavrikov,85,0.38989601051982714
Vladislav Kara,3,0.0069275423884391785
Vladislav Kolyachonok,82,0.10032309469108175
Vladislav Lukashevich,1,0.0023428797721862793
Vladislav Namestnikov,83,0.39345573898719016
Vojtech Hradec,4,0.0018878504633903503
Zach Hyman,3,0.0108258289595445
Zach Metsa,1,0.9969219155609608
Zach Nehring,1,0.0027847550809383392
Zach Sanford,1,0.01306406781077385
Zach Solow,2,0.0029747281223535538
Zach Werenski,54,0.7215734708502337
Zach Whitecloud,88,0.12776731449941342
Zachary Aston-Reese,31,0.19713214652672892
Zachary Bolduc,76,0.4097007225316606
Zachary L'Heureux,57,0.23209837608431516
Zachary Schulz,4,0.004550597630441189
Zachary Uens,1,0.0028986558318138123
Zack Hayes,4,0.005578062497079372
Zack MacEwen,30,0.13814206197857856
Zack Ostapchuk,63,0.0998116543605214
Zakary Karpa,3,0.0020685518781344094
Zakary Lavoie,4,0.005958051420748234
Zakhar Bardakov,10,0.10274227894842625
Zam Plante,5,0.005054204165935517
Zayne Parekh,10,0.10151038616895676
Zeb Forsfjall,3,0.0025075053175290427
Zeev Buium,12,0.3361727489779393
Zemgus Girgensons,84,0.10889590500543515
